,Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,geocode,latitude,longitude
8790,Standard Class,Corporate,United States,Richmond,Virginia,23223,South,Office Supplies,Binders,46.62,9,0.0,21.4452,"Nin, Grad Nin, Zadarska županija, 23223, Hrvatska",44.241063163999996,15.192217172
8791,Standard Class,Consumer,United States,Houston,Texas,77041,Central,Technology,Phones,537.544,7,0.2,47.0351,"Harris County, Texas, 77041, United States",29.85049697415144,-95.58816040352481
8792,First Class,Corporate,United States,Los Angeles,California,90008,West,Office Supplies,Labels,14.62,2,0.0,6.8714,"Sandakan District, Sabah, 90008, Malaysia",5.8391525,118.1182786
8793,First Class,Corporate,United States,Los Angeles,California,90008,West,Office Supplies,Fasteners,22.55,5,0.0,8.7945,"Sandakan District, Sabah, 90008, Malaysia",5.8391525,118.1182786
8794,First Class,Corporate,United States,Los Angeles,California,90008,West,Technology,Phones,583.8,5,0.2,72.975,"Sandakan District, Sabah, 90008, Malaysia",5.8391525,118.1182786
8795,First Class,Corporate,United States,Los Angeles,California,90008,West,Technology,Phones,211.168,4,0.2,15.8376,"Sandakan District, Sabah, 90008, Malaysia",5.8391525,118.1182786
8796,Standard Class,Consumer,United States,Orem,Utah,84057,West,Office Supplies,Paper,12.96,2,0.0,6.2208,"Laurino, Salerno, Campania, 84057, Italia",40.30082,15.3618948
8797,Standard Class,Consumer,United States,Orem,Utah,84057,West,Office Supplies,Art,45.98,2,0.0,12.8744,"Laurino, Salerno, Campania, 84057, Italia",40.30082,15.3618948
8798,Standard Class,Home Office,United States,Burlington,Vermont,5408,East,Technology,Phones,1294.75,5,0.0,336.635,"Ennetbaden, Bezirk Baden, Aargau, 5408, Schweiz/Suisse/Svizzera/Svizra",47.48143060504414,8.320206295460277
8799,First Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Technology,Copiers,1799.97,5,0.4,239.996,"La Spezia, Follo, La Spezia, Liguria, 19134, Italia",44.1238135,9.7832715
8800,Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Office Supplies,Paper,10.688,2,0.2,3.7408,"South Lawndale, Chicago, Cook County, Illinois, 60623, United States",41.851398875,-87.71629819951923
8801,First Class,Consumer,United States,Oklahoma City,Oklahoma,73120,Central,Technology,Phones,221.98,2,0.0,62.1544,"Saint-Bon-Tarentaise, Courchevel, Albertville, Savoie, Auvergne-Rhône-Alpes, France métropolitaine, 73120, France",45.41899867301588,6.638828384126985
8802,First Class,Consumer,United States,Oklahoma City,Oklahoma,73120,Central,Furniture,Bookcases,341.96,2,0.0,54.7136,"Saint-Bon-Tarentaise, Courchevel, Albertville, Savoie, Auvergne-Rhône-Alpes, France métropolitaine, 73120, France",45.41899867301588,6.638828384126985
8803,First Class,Corporate,United States,New York City,New York,10035,East,Technology,Accessories,34.77,3,0.0,11.4741,"Manhattan, New York County, City of New York, New York, 10035, United States",40.79525738643744,-73.94098895105061
8804,First Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Labels,18.9,3,0.0,8.694,"Manhattan, New York County, City of New York, New York, 10035, United States",40.79525738643744,-73.94098895105061
8805,Standard Class,Consumer,United States,Salt Lake City,Utah,84106,West,Office Supplies,Binders,102.72,3,0.2,37.236,"Bayern, 84106, Deutschland",48.608404750000005,11.863755034704223
8806,Standard Class,Corporate,United States,Utica,New York,13501,East,Furniture,Furnishings,40.48,2,0.0,14.5728,"분당구, 성남시, 경기도, 13501, 대한민국",37.416529966666666,127.13569655
8807,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,33.282,3,0.7,-27.735,"La Spezia, Follo, La Spezia, Liguria, 19134, Italia",44.1238135,9.7832715
8808,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Technology,Phones,118.65,5,0.4,19.775,"La Spezia, Follo, La Spezia, Liguria, 19134, Italia",44.1238135,9.7832715
8809,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Labels,14.76,5,0.2,4.9815,"La Spezia, Follo, La Spezia, Liguria, 19134, Italia",44.1238135,9.7832715
8810,Standard Class,Corporate,United States,Los Angeles,California,90004,West,Office Supplies,Paper,37.52,4,0.0,18.0096,90004,34.073026752459015,-118.30155263934427
8811,Standard Class,Corporate,United States,Jackson,Michigan,49201,Central,Office Supplies,Appliances,207.144,3,0.1,48.3336,"Eigulių seniūnija, Kaunas, Kauno miesto savivaldybė, Kauno apskritis, 49201, Lietuva",54.93028653333334,23.956753933333335
8812,Standard Class,Corporate,United States,Jackson,Michigan,49201,Central,Office Supplies,Art,13.9,5,0.0,3.753,"Eigulių seniūnija, Kaunas, Kauno miesto savivaldybė, Kauno apskritis, 49201, Lietuva",54.93028653333334,23.956753933333335
8813,Standard Class,Corporate,United States,Glendale,Arizona,85301,West,Furniture,Chairs,266.352,3,0.2,13.3176,"Bayern, 85301, Deutschland",48.5119342,11.61463327382361
8814,Second Class,Consumer,United States,Wilmington,Delaware,19805,East,Technology,Phones,307.98,2,0.0,89.3142,"Elsmere, New Castle County, Delaware, 19805, United States",39.74279575405405,-75.58643861065183
8815,Second Class,Consumer,United States,Wilmington,Delaware,19805,East,Office Supplies,Paper,44.1,6,0.0,20.727,"Elsmere, New Castle County, Delaware, 19805, United States",39.74279575405405,-75.58643861065183
8816,Second Class,Consumer,United States,Wilmington,Delaware,19805,East,Office Supplies,Art,13.12,4,0.0,5.6416,"Elsmere, New Castle County, Delaware, 19805, United States",39.74279575405405,-75.58643861065183
8817,Second Class,Consumer,United States,Wilmington,Delaware,19805,East,Office Supplies,Envelopes,16.56,2,0.0,7.7832,"Elsmere, New Castle County, Delaware, 19805, United States",39.74279575405405,-75.58643861065183
8818,Second Class,Consumer,United States,Wilmington,Delaware,19805,East,Office Supplies,Paper,38.88,6,0.0,18.6624,"Elsmere, New Castle County, Delaware, 19805, United States",39.74279575405405,-75.58643861065183
8819,Standard Class,Consumer,United States,Austin,Texas,78745,Central,Office Supplies,Paper,335.52,4,0.2,117.432,78745,30.208414000744188,-97.79208889539535
8820,Standard Class,Consumer,United States,Orlando,Florida,32839,South,Technology,Copiers,959.984,2,0.2,311.9948,"Entrambosríos, A Merca, Terra da Celanova, Ourense, Galicia, 32839, España",42.188219054545456,-7.886328859090909
8821,Standard Class,Consumer,United States,Orlando,Florida,32839,South,Office Supplies,Binders,4.086,2,0.7,-2.9964,"Entrambosríos, A Merca, Terra da Celanova, Ourense, Galicia, 32839, España",42.188219054545456,-7.886328859090909
8822,Standard Class,Consumer,United States,Orlando,Florida,32839,South,Office Supplies,Art,55.984,2,0.2,4.1988,"Entrambosríos, A Merca, Terra da Celanova, Ourense, Galicia, 32839, España",42.188219054545456,-7.886328859090909
8823,Standard Class,Consumer,United States,Orlando,Florida,32839,South,Office Supplies,Paper,10.688,2,0.2,3.7408,"Entrambosríos, A Merca, Terra da Celanova, Ourense, Galicia, 32839, España",42.188219054545456,-7.886328859090909
8824,Second Class,Consumer,United States,Reading,Pennsylvania,19601,East,Office Supplies,Envelopes,8.856,3,0.2,2.8782,"Reading, Berks County, Pennsylvania, 19601, United States",40.35047237170264,-75.93967714652278
8825,First Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Labels,6.912,3,0.2,2.5056,"La Spezia, Follo, La Spezia, Liguria, 19134, Italia",44.1238135,9.7832715
8826,Second Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Paper,26.72,5,0.2,9.352,"Copperfield, Harris County, Texas, 77095, United States",29.898587775059102,-95.6512536679669
8827,Second Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Paper,33.488,7,0.2,10.465,"Copperfield, Harris County, Texas, 77095, United States",29.898587775059102,-95.6512536679669
8828,Standard Class,Corporate,United States,Saint Charles,Missouri,63301,Central,Office Supplies,Paper,10.56,2,0.0,4.752,"Saint Charles, Saint Charles County, Missouri, 63301, United States",38.816474984570675,-90.49853847783356
8829,First Class,Corporate,United States,Indianapolis,Indiana,46203,Central,Office Supplies,Storage,386.34,2,0.0,54.0876,"Indianapolis, Marion County, Indiana, 46203, United States",39.737613493617694,-86.10293313620853
8830,Second Class,Corporate,United States,Seattle,Washington,98115,West,Office Supplies,Binders,33.44,10,0.2,11.704,"Seattle, King County, Washington, 98115, United States",47.68493836608715,-122.29913670628851
8831,Standard Class,Home Office,United States,Harrisonburg,Virginia,22801,South,Furniture,Furnishings,39.96,2,0.0,14.3856,"Harrisonburg, Virginia, 22801, United States",38.428482697405805,-78.87078972878321
8832,Standard Class,Consumer,United States,Rochester,New York,14609,East,Office Supplies,Binders,1217.568,2,0.2,456.588,"중동, 신중동, 부천시, 경기도, 14609, 대한민국",37.49401975,126.769738175
8833,Standard Class,Home Office,United States,Sandy Springs,Georgia,30328,South,Office Supplies,Storage,15.51,1,0.0,3.8775,"Järve linnaosa, Kohtla-Järve linn, Ida-Viru maakond, 30328, Eesti",59.392288413192176,27.250565883061892
8834,Standard Class,Home Office,United States,Sandy Springs,Georgia,30328,South,Technology,Phones,89.9,2,0.0,25.172,"Järve linnaosa, Kohtla-Järve linn, Ida-Viru maakond, 30328, Eesti",59.392288413192176,27.250565883061892
8835,Standard Class,Home Office,United States,Sandy Springs,Georgia,30328,South,Office Supplies,Art,14.28,4,0.0,3.7128,"Järve linnaosa, Kohtla-Järve linn, Ida-Viru maakond, 30328, Eesti",59.392288413192176,27.250565883061892
8836,Standard Class,Home Office,United States,Sandy Springs,Georgia,30328,South,Office Supplies,Art,12.72,3,0.0,4.9608,"Järve linnaosa, Kohtla-Järve linn, Ida-Viru maakond, 30328, Eesti",59.392288413192176,27.250565883061892
8837,Standard Class,Home Office,United States,Sandy Springs,Georgia,30328,South,Office Supplies,Labels,15.75,5,0.0,7.56,"Järve linnaosa, Kohtla-Järve linn, Ida-Viru maakond, 30328, Eesti",59.392288413192176,27.250565883061892
8838,Second Class,Corporate,United States,Los Angeles,California,90004,West,Office Supplies,Art,70.95,3,0.0,18.447,90004,34.073026752459015,-118.30155263934427
8839,Second Class,Corporate,United States,Los Angeles,California,90004,West,Office Supplies,Binders,65.568,2,0.2,23.7684,90004,34.073026752459015,-118.30155263934427
8840,Second Class,Corporate,United States,Los Angeles,California,90004,West,Technology,Accessories,299.97,3,0.0,131.9868,90004,34.073026752459015,-118.30155263934427
8841,Standard Class,Corporate,United States,San Francisco,California,94110,West,Technology,Accessories,89.97,3,0.0,39.5868,"Arcueil, Arrondissement de L'Haÿ-les-Roses, Val-de-Marne, Île-de-France, France métropolitaine, 94110, France",48.80657259055118,2.3333345708661417
8842,Standard Class,Corporate,United States,San Francisco,California,94110,West,Technology,Accessories,31.86,2,0.0,11.151,"Arcueil, Arrondissement de L'Haÿ-les-Roses, Val-de-Marne, Île-de-France, France métropolitaine, 94110, France",48.80657259055118,2.3333345708661417
8843,Second Class,Corporate,United States,Minneapolis,Minnesota,55407,Central,Office Supplies,Storage,67.15,5,0.0,16.7875,"Minneapolis, Hennepin County, Minnesota, 55407, United States",44.93833024083435,-93.25306743543362
8844,Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Binders,7.236,3,0.7,-6.03,"Columbus, Franklin County, Ohio, 43229, United States",40.07416759199918,-82.97077208603454
8845,Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Fasteners,4.824,3,0.2,1.7487,"Columbus, Franklin County, Ohio, 43229, United States",40.07416759199918,-82.97077208603454
8846,Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Paper,91.36,5,0.2,29.692,"Columbus, Franklin County, Ohio, 43229, United States",40.07416759199918,-82.97077208603454
8847,Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Appliances,130.112,2,0.2,13.0112,"Columbus, Franklin County, Ohio, 43229, United States",40.07416759199918,-82.97077208603454
8848,First Class,Corporate,United States,Raleigh,North Carolina,27604,South,Technology,Phones,74.24,1,0.2,8.352,"Raleigh, Wake County, North Carolina, 27604, United States",35.81799556519466,-78.58508736804184
8849,First Class,Corporate,United States,Raleigh,North Carolina,27604,South,Furniture,Furnishings,159.84,10,0.2,45.954,"Raleigh, Wake County, North Carolina, 27604, United States",35.81799556519466,-78.58508736804184
8850,First Class,Corporate,United States,Raleigh,North Carolina,27604,South,Office Supplies,Binders,2.892,2,0.7,-2.3136,"Raleigh, Wake County, North Carolina, 27604, United States",35.81799556519466,-78.58508736804184
8851,First Class,Corporate,United States,Raleigh,North Carolina,27604,South,Office Supplies,Paper,9.392,2,0.2,3.2872,"Raleigh, Wake County, North Carolina, 27604, United States",35.81799556519466,-78.58508736804184
8852,Second Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Paper,123.92,4,0.0,55.764,"Manhattan, New York County, City of New York, New York, 10011, United States",40.74085489441692,-73.99943298031053
8853,First Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Supplies,55.6,5,0.2,6.255,"Philadelphia, Philadelphia County, Pennsylvania, 19143, United States",39.94319624151329,-75.22317582269939
8854,First Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Technology,Accessories,617.976,3,0.2,-7.7247,"Philadelphia, Philadelphia County, Pennsylvania, 19143, United States",39.94319624151329,-75.22317582269939
8855,Standard Class,Corporate,United States,Meridian,Idaho,83642,West,Office Supplies,Binders,21.312,3,0.2,7.992,"Meridian, Ada County, Idaho, 83642, United States",43.59065261303498,-116.38957526025756
8856,Standard Class,Corporate,United States,Sacramento,California,95823,West,Technology,Accessories,209.94,6,0.0,39.8886,"Sacramento, Sacramento County, California, 95823, United States",38.47410564754099,-121.43025750163935
8857,Standard Class,Corporate,United States,Sacramento,California,95823,West,Technology,Phones,31.984,2,0.2,-7.996,"Sacramento, Sacramento County, California, 95823, United States",38.47410564754099,-121.43025750163935
8858,Standard Class,Corporate,United States,Sacramento,California,95823,West,Office Supplies,Binders,5083.96,5,0.2,1906.485,"Sacramento, Sacramento County, California, 95823, United States",38.47410564754099,-121.43025750163935
8859,Standard Class,Home Office,United States,Charlotte,North Carolina,28205,South,Technology,Phones,35.96,1,0.2,3.596,"Östliche Vorstadt, Stadtbezirk Bremen-Ost, Bremen, 28205, Deutschland",53.07082009795859,8.845049190842811
8860,Standard Class,Home Office,United States,Paterson,New Jersey,7501,East,Office Supplies,Labels,31.05,3,0.0,14.904,"Силистра, 7501, България",44.10885157,27.27991026
8861,Standard Class,Home Office,United States,Paterson,New Jersey,7501,East,Furniture,Furnishings,8.92,4,0.0,3.9248,"Силистра, 7501, България",44.10885157,27.27991026
8862,Standard Class,Home Office,United States,Paterson,New Jersey,7501,East,Office Supplies,Binders,209.6,4,0.0,96.416,"Силистра, 7501, България",44.10885157,27.27991026
8863,Standard Class,Home Office,United States,Paterson,New Jersey,7501,East,Office Supplies,Appliances,111.04,4,0.0,29.9808,"Силистра, 7501, България",44.10885157,27.27991026
8864,Standard Class,Home Office,United States,Paterson,New Jersey,7501,East,Office Supplies,Paper,38.88,6,0.0,18.6624,"Силистра, 7501, България",44.10885157,27.27991026
8865,Standard Class,Consumer,United States,Arlington,Virginia,22204,South,Office Supplies,Appliances,36.27,3,0.0,10.881,"Arlington, Arlington County, Virginia, 22204, United States",38.86091825464709,-77.09233992347738
8866,First Class,Consumer,United States,Chicago,Illinois,60653,Central,Furniture,Bookcases,493.43,5,0.3,-70.49,"Grand Boulevard, Chicago, Hyde Park Township, Cook County, Illinois, 60653, United States",41.81855446745887,-87.60976863546618
8867,First Class,Consumer,United States,Chicago,Illinois,60653,Central,Technology,Phones,11.12,2,0.2,3.475,"Grand Boulevard, Chicago, Hyde Park Township, Cook County, Illinois, 60653, United States",41.81855446745887,-87.60976863546618
8868,Standard Class,Consumer,United States,San Diego,California,92037,West,Technology,Machines,686.4,2,0.2,77.22,"San Diego, San Diego County, California, 92037, United States",32.83542970669773,-117.26031859320176
8869,Standard Class,Corporate,United States,Seattle,Washington,98105,West,Office Supplies,Binders,15.92,5,0.2,5.373,"Seattle, King County, Washington, 98105, United States",47.66461158711767,-122.29919061874065
8870,Standard Class,Corporate,United States,Seattle,Washington,98105,West,Furniture,Furnishings,70.68,12,0.0,31.0992,"Seattle, King County, Washington, 98105, United States",47.66461158711767,-122.29919061874065
8871,Standard Class,Corporate,United States,Seattle,Washington,98105,West,Office Supplies,Storage,541.24,4,0.0,5.4124,"Seattle, King County, Washington, 98105, United States",47.66461158711767,-122.29919061874065
8872,Same Day,Consumer,United States,Columbus,Ohio,43229,East,Technology,Machines,101.994,2,0.7,-71.3958,"Columbus, Franklin County, Ohio, 43229, United States",40.07416759199918,-82.97077208603454
8873,Same Day,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Binders,18.264,2,0.7,-13.3936,"Columbus, Franklin County, Ohio, 43229, United States",40.07416759199918,-82.97077208603454
8874,Second Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Binders,21.99,5,0.8,-32.985,"Copperfield, Harris County, Texas, 77095, United States",29.898587775059102,-95.6512536679669
8875,Standard Class,Consumer,United States,Irving,Texas,75061,Central,Office Supplies,Supplies,185.376,2,0.2,-34.758,"Irving, Dallas County, Texas, 75061, United States",32.82805533714286,-96.96418556819876
8876,Standard Class,Consumer,United States,Irving,Texas,75061,Central,Office Supplies,Appliances,58.924,1,0.8,-153.2024,"Irving, Dallas County, Texas, 75061, United States",32.82805533714286,-96.96418556819876
8877,Standard Class,Consumer,United States,Morristown,New Jersey,7960,East,Technology,Machines,480.0,4,0.0,225.6,"Nærøysund, Trøndelag, 7960, Norge",64.80705860159745,11.81828763290735
8878,Standard Class,Consumer,United States,Morristown,New Jersey,7960,East,Office Supplies,Storage,34.05,3,0.0,9.534,"Nærøysund, Trøndelag, 7960, Norge",64.80705860159745,11.81828763290735
8879,First Class,Corporate,United States,Los Angeles,California,90008,West,Office Supplies,Paper,192.72,11,0.0,92.5056,"Sandakan District, Sabah, 90008, Malaysia",5.8391525,118.1182786
8880,First Class,Corporate,United States,Los Angeles,California,90008,West,Technology,Accessories,239.97,3,0.0,86.3892,"Sandakan District, Sabah, 90008, Malaysia",5.8391525,118.1182786
8881,Second Class,Home Office,United States,Aurora,Illinois,60505,Central,Technology,Accessories,50.12,7,0.2,-0.6265,"Aurora, Aurora Township, Kane County, Illinois, 60505, United States",41.76057718828125,-88.29929935722656
8882,Standard Class,Corporate,United States,Durham,North Carolina,27707,South,Technology,Phones,15.984,2,0.2,1.3986,"Durham, Durham County, North Carolina, 27707, United States",35.959060535976626,-78.93870703268995
8883,Standard Class,Corporate,United States,Durham,North Carolina,27707,South,Office Supplies,Paper,14.352,3,0.2,4.485,"Durham, Durham County, North Carolina, 27707, United States",35.959060535976626,-78.93870703268995
8884,Standard Class,Corporate,United States,Columbus,Ohio,43229,East,Office Supplies,Binders,6.528,4,0.7,-4.5696,"Columbus, Franklin County, Ohio, 43229, United States",40.07416759199918,-82.97077208603454
8885,Standard Class,Corporate,United States,Columbus,Ohio,43229,East,Office Supplies,Binders,2.862,3,0.7,-2.2896,"Columbus, Franklin County, Ohio, 43229, United States",40.07416759199918,-82.97077208603454
8886,Standard Class,Corporate,United States,Columbus,Ohio,43229,East,Office Supplies,Binders,20.856,8,0.7,-16.6848,"Columbus, Franklin County, Ohio, 43229, United States",40.07416759199918,-82.97077208603454
8887,Second Class,Corporate,United States,Los Angeles,California,90036,West,Office Supplies,Storage,276.28,2,0.0,0.0,"Misilmeri, Palermo, Sicilia, 90036, Italia",38.03382274444444,13.455525122222221
8888,Standard Class,Home Office,United States,Stockton,California,95207,West,Furniture,Furnishings,629.64,9,0.0,107.0388,"Stockton, San Joaquin County, California, 95207, United States",37.99140713367347,-121.33036632346938
8889,Second Class,Home Office,United States,Columbia,Missouri,65203,Central,Technology,Phones,449.97,3,0.0,220.4853,"Biebrich, Wiesbaden, Hessen, 65203, Deutschland",50.043012521112075,8.238344324326674
8890,Second Class,Home Office,United States,Columbia,Missouri,65203,Central,Office Supplies,Appliances,1927.59,7,0.0,751.7601,"Biebrich, Wiesbaden, Hessen, 65203, Deutschland",50.043012521112075,8.238344324326674
8891,First Class,Home Office,United States,Columbus,Georgia,31907,South,Furniture,Chairs,121.78,2,0.0,30.445,"Columbus, Muscogee County, Georgia, 31907, United States",32.48031057304551,-84.90651880641774
8892,Standard Class,Home Office,United States,San Diego,California,92037,West,Furniture,Chairs,2676.672,9,0.2,267.6672,"San Diego, San Diego County, California, 92037, United States",32.83542970669773,-117.26031859320176
8893,Standard Class,Consumer,United States,Texas City,Texas,77590,Central,Furniture,Tables,489.23,2,0.3,41.934,"Bois-le-Roi, Fontainebleau, Seine-et-Marne, Île-de-France, France métropolitaine, 77590, France",48.47900496363636,2.7061575666666666
8894,Standard Class,Consumer,United States,Los Angeles,California,90004,West,Furniture,Furnishings,312.03,3,0.0,43.6842,90004,34.073026752459015,-118.30155263934427
8895,Standard Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Storage,17.94,3,0.0,3.0498,90004,34.073026752459015,-118.30155263934427
8896,Standard Class,Consumer,United States,Los Angeles,California,90004,West,Technology,Phones,165.6,3,0.2,10.35,90004,34.073026752459015,-118.30155263934427
8897,Standard Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Paper,37.52,4,0.0,18.0096,90004,34.073026752459015,-118.30155263934427
8898,Second Class,Corporate,United States,Springfield,Virginia,22153,South,Technology,Phones,494.97,3,0.0,148.491,"Fairfax County, Virginia, 22153, United States",38.74788077221978,-77.24018326575823
8899,Second Class,Corporate,United States,Springfield,Virginia,22153,South,Office Supplies,Labels,25.06,2,0.0,11.7782,"Fairfax County, Virginia, 22153, United States",38.74788077221978,-77.24018326575823
8900,Standard Class,Consumer,United States,Decatur,Illinois,62521,Central,Furniture,Furnishings,32.064,3,0.6,-12.8256,"Decatur, Macon County, Illinois, 62521, United States",39.827096268051704,-88.92807767174516
8901,Standard Class,Consumer,United States,Decatur,Illinois,62521,Central,Office Supplies,Paper,18.496,4,0.2,6.7048,"Decatur, Macon County, Illinois, 62521, United States",39.827096268051704,-88.92807767174516
8902,Standard Class,Consumer,United States,Decatur,Illinois,62521,Central,Furniture,Chairs,191.079,3,0.3,-38.2158,"Decatur, Macon County, Illinois, 62521, United States",39.827096268051704,-88.92807767174516
8903,Standard Class,Consumer,United States,Decatur,Illinois,62521,Central,Office Supplies,Paper,10.368,2,0.2,3.6288,"Decatur, Macon County, Illinois, 62521, United States",39.827096268051704,-88.92807767174516
8904,Same Day,Home Office,United States,New York City,New York,10009,East,Office Supplies,Labels,30.53,1,0.0,14.0438,"雲林縣, 臺灣省, 臺灣",23.6990775,120.5245511
8905,Same Day,Home Office,United States,New York City,New York,10009,East,Technology,Accessories,30.84,3,0.0,6.168,"雲林縣, 臺灣省, 臺灣",23.6990775,120.5245511
8906,Same Day,Home Office,United States,New York City,New York,10009,East,Office Supplies,Paper,75.06,9,0.0,33.777,"雲林縣, 臺灣省, 臺灣",23.6990775,120.5245511
8907,First Class,Corporate,United States,San Francisco,California,94110,West,Technology,Phones,66.976,7,0.2,6.6976,"Arcueil, Arrondissement de L'Haÿ-les-Roses, Val-de-Marne, Île-de-France, France métropolitaine, 94110, France",48.80657259055118,2.3333345708661417
8908,Standard Class,Corporate,United States,Moreno Valley,California,92553,West,Office Supplies,Paper,182.72,8,0.0,84.0512,"Moreno Valley, Riverside County, California, 92553, United States",33.93575820613719,-117.25814308772564
8909,Standard Class,Consumer,United States,Everett,Massachusetts,2149,East,Office Supplies,Labels,21.93,3,0.0,10.3071,"2149,2 BZ Ilha Velha Sup, Cáceres, Região Geográfica Imediata de Cáceres, Região Geográfica Intermediária de Cáceres, Mato Grosso, Região Centro-Oeste, Brasil",-16.2266666,-57.7494722
8910,Standard Class,Consumer,United States,Chattanooga,Tennessee,37421,South,Technology,Accessories,95.976,3,0.2,15.5961,"Chattanooga, Hamilton County, Tennessee, 37421, United States",35.02540755004936,-85.14826718795656
8911,Standard Class,Consumer,United States,Chattanooga,Tennessee,37421,South,Technology,Phones,143.928,9,0.2,-32.3838,"Chattanooga, Hamilton County, Tennessee, 37421, United States",35.02540755004936,-85.14826718795656
8912,Standard Class,Consumer,United States,Chattanooga,Tennessee,37421,South,Office Supplies,Binders,3.564,2,0.7,-2.97,"Chattanooga, Hamilton County, Tennessee, 37421, United States",35.02540755004936,-85.14826718795656
8913,Standard Class,Consumer,United States,Chattanooga,Tennessee,37421,South,Office Supplies,Labels,4.928,2,0.2,1.7248,"Chattanooga, Hamilton County, Tennessee, 37421, United States",35.02540755004936,-85.14826718795656
8914,Standard Class,Corporate,United States,Austin,Texas,78745,Central,Office Supplies,Storage,856.656,6,0.2,107.082,78745,30.208414000744188,-97.79208889539535
8915,Standard Class,Corporate,United States,Austin,Texas,78745,Central,Office Supplies,Binders,13.184,4,0.8,-20.4352,78745,30.208414000744188,-97.79208889539535
8916,Standard Class,Corporate,United States,Austin,Texas,78745,Central,Office Supplies,Appliances,48.784,4,0.8,-131.7168,78745,30.208414000744188,-97.79208889539535
8917,Standard Class,Corporate,United States,Austin,Texas,78745,Central,Office Supplies,Paper,76.64,2,0.2,26.824,78745,30.208414000744188,-97.79208889539535
8918,Standard Class,Corporate,United States,Austin,Texas,78745,Central,Office Supplies,Binders,18.528,6,0.8,-27.792,78745,30.208414000744188,-97.79208889539535
8919,Standard Class,Corporate,United States,Virginia Beach,Virginia,23464,South,Furniture,Furnishings,177.68,2,0.0,46.1968,"Virginia Beach, Virginia, 23464, United States",36.798092307853466,-76.17641726812562
8920,Standard Class,Corporate,United States,Jamestown,New York,14701,East,Technology,Accessories,159.98,2,0.0,57.5928,"Jamestown, Chautauqua County, New York, 14701, United States",42.09416192613567,-79.24431876804593
8921,Standard Class,Corporate,United States,Coral Gables,Florida,33134,South,Technology,Phones,52.68,3,0.2,19.755,"Molėtai, Molėtų rajono savivaldybė, Utenos apskritis, 33134, Lietuva",55.22785035,25.4386046
8922,Standard Class,Corporate,United States,Coral Gables,Florida,33134,South,Furniture,Furnishings,11.568,3,0.2,2.6028,"Molėtai, Molėtų rajono savivaldybė, Utenos apskritis, 33134, Lietuva",55.22785035,25.4386046
8923,Standard Class,Consumer,United States,Hickory,North Carolina,28601,South,Office Supplies,Binders,4.572,4,0.7,-3.81,"Hickory, Catawba County, North Carolina, 28601, United States",35.76366808549618,-81.31940361679389
8924,Standard Class,Consumer,United States,Rockford,Illinois,61107,Central,Technology,Phones,1439.968,4,0.2,143.9968,"Київський район, Харків, Харківська міська громада, Харківський район, Харківська область, 61107, Україна",50.006033518181816,36.2458851
8925,Standard Class,Consumer,United States,Rockford,Illinois,61107,Central,Office Supplies,Binders,1.728,3,0.8,-2.6784,"Київський район, Харків, Харківська міська громада, Харківський район, Харківська область, 61107, Україна",50.006033518181816,36.2458851
8926,Standard Class,Consumer,United States,Rockford,Illinois,61107,Central,Furniture,Tables,626.1,3,0.5,-538.446,"Київський район, Харків, Харківська міська громада, Харківський район, Харківська область, 61107, Україна",50.006033518181816,36.2458851
8927,Second Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Art,99.2,5,0.0,25.792,"Seattle, King County, Washington, 98103, United States",47.67368278583285,-122.34397993760302
8928,Standard Class,Consumer,United States,Huntsville,Texas,77340,Central,Furniture,Tables,609.98,4,0.3,-113.282,"Pontault-Combault, Torcy, Seine-et-Marne, Île-de-France, France métropolitaine, 77340, France",48.79436556239317,2.607222644102564
8929,Standard Class,Consumer,United States,Huntsville,Texas,77340,Central,Furniture,Tables,211.372,2,0.3,-45.294,"Pontault-Combault, Torcy, Seine-et-Marne, Île-de-France, France métropolitaine, 77340, France",48.79436556239317,2.607222644102564
